1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,30014GRDNT10116,110001971046,SRG GLOBAL AUTOMOTIVE LLC,10116 INDUSTRIAL BLVD.,COVINGTON,NEWTON,GA,30014,,,33.613420,-83.834350,,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NA,,NA,NO,336,Transportation Equipment,,,,,,,336370,,,,,,1324223080553,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5455.170,0.000,0.000,0.000,5455.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5455.170,0.006,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,5455.170,0.000,0.000,5455.176,,PRODUCTION,1.000
2024,30059CLCTR2030R,110000500878,FIRST AMERICAN RESOURCES CO,2030 RIVERVIEW INDUSTRIAL DR,MABLETON,COBB,GA,30126,,,33.813530,-84.494440,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1324222748954,n-Butyl alcohol,NO,0000071363,71-36-3,4739,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,373.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,373.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2937.000,0.000,2937.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2937.000,373.000,0.000,0.000,373.000,0.000,0.000,0.000,2937.000,0.000,0.000,61745.000,0.000,65055.000,,PRODUCTION,1.330
2024,31604NKSPCHIGHW,110056957084,PACKAGING CORP OF AMERICA,5495 LAKE PARK CLYATTVILLE RD,CLYATTVILLE,LOWNDES,GA,31601,,,30.694900,-83.304420,,PACKAGING CORP OF AMERICA,060047151,PACKAGING CORP OF AMERICA,NA,,NA,NO,322,Paper,,,,,,,322110,,,,,,1324223157823,Hydrogen sulfide,NO,0007783064,7783-06-4,154518,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,38584.000,62296.000,19.000,0.000,0.000,0.000,0.000,0.000,42.540,0.000,0.000,0.000,4877.000,0.000,105818.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,105818.540,0.000,42.540,105776.000,0.000,0.000,582795.000,0.000,0.000,0.000,308154.000,0.000,996767.540,,PRODUCTION,1.050
2024,3051WMRGNC6711M,110001427064,MORGAN CONCRETE CO INC. - BUFORD PLANT,6711 MCEVER ROAD,BUFORD,HALL,GA,30518,,,34.155490,-83.967070,,MORGAN CONCRETE CO,010123495,MORGAN CONCRETE CO,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222439174,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,30120RSRCN8RIVE,110013399223,INNOVATIVE CHEMICAL TECHNOLOGIES INC.,8 RIVERSIDE DR SW,CARTERSVILLE,BARTOW,GA,30120,,,34.139940,-84.847170,,ICT INDUSTRIES INC,NA,ICT INDUSTRIES INC,NA,,NA,NO,325,Chemicals,,,,,,,325199,,,,,,1324222966994,Phenol,NO,0000108952,108-95-2,25510,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.570,7.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,48.820,0.000,0.000,8.820,0.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,48.820,,ACTIVITY,1.330
2024,30143PCKRYOLDHI,110000356604,ROYSTON LLC,ONE PICKROY RD,JASPER,PICKENS,GA,30143,,,34.433930,-84.392680,,NA,,,NA,,NA,NO,337,Furniture,,,,,,,337215,,,,,,1324222424297,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,15.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30714.000,30714.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30714.000,15.120,0.000,0.000,15.120,0.000,0.000,0.000,0.000,0.000,30714.000,0.000,0.000,30729.120,,PRODUCTION,1.110
2024,30087HTCRF2175W,110000356132,HEATCRAFT REFRIGERATION PRODUCTS LLC,2175 W PARK PL BLVD,STONE MOUNTAIN,GWINNETT,GA,30087,,,33.816468,-84.117535,,LENNOX INTERNATIONAL INC,139564538,LENNOX INTERNATIONAL INC,NA,,NA,NO,333,Machinery,,,,,,,333415,,,,,,1324223003296,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,31601SFTMR711IN,110000360822,SAFT AMERICA INC,711 GIL HARBIN INDUSTRIAL BLVD,VALDOSTA,LOWNDES,GA,31601,,,30.802660,-83.287630,,SAFT AMERICA INC,063152573,SAFT AMERICA INC,TOTAL SE,NA,TOTAL ENERGIES SE,NO,335,Electrical Equipment,,,,,,,335910,,,,,,1324222595391,Cobalt compounds,NO,N096,N096,649970,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,0.000,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,1.000,0.000,1.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,39838.000,0.000,0.000,0.000,39838.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39844.000,6.800,0.000,0.000,0.800,0.320,5.680,0.000,0.000,374.000,39838.000,0.000,0.000,40218.800,,PRODUCTION,0.650
2024,31794BLDCRMAGNO,110000361251,MAKHTESHIM AGAN OF N.A. INC. DBA ADAMA TIFTON PLAN,7745 MAGNOLIA INDUSTRIAL BLVD,TIFTON,TIFT,GA,31794,,,31.414020,-83.493530,,NA,,,NA,,NA,NO,325,Chemicals,,,,,,,325320,,,,,,1324223073848,Oxyfluorfen,NO,0042874033,42874-03-3,286278,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,109.000,0.000,0.000,109.000,0.000,109.000,10.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,109.000,119.000,,PRODUCTION,0.160
2024,30045LFRGL545SE,110022447636,ARGOS LAWRENCEVILLE CONCRETE PLANT,545 SEABOARD IND US TRIAL DR,LAWRENCEVILLE,GWINNETT,GA,30045,,,33.968653,-83.968964,,SUMMIT MATERIALS LLC,025835321,,NA,,,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222428981,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.210,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.280,0.000,0.000,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.280,,PRODUCTION,1.400
2024,30336KRCHM5800B,110002101564,KOR-CHEM INC,5800 BUCKNELL DR,ATLANTA,FULTON,GA,30336,,,33.744070,-84.570480,,KORCHEM INC,066496266,KORCHEM INC,NA,,NA,NO,325,Chemicals,,,,,,,325611,,,,,,1324222590150,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,30165GNRLS121TU,110024887005,GENERAL SHALE BRICK INC PLANT #40,121 TURNER BEND RD SW,ROME,FLOYD,GA,30165,,,34.257970,-85.303930,,GENERAL SHALE BRICK INC,003383361,GENERAL SHALE BRICK INC,WIENERBERGER AG,300182623,WIENERBERGER AG,NO,327,Nonmetallic Mineral Product,,,,,,,327120,,,,,,1324222562504,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,140.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,140.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,140.000,0.000,0.000,140.000,0.000,0.000,0.000,0.000,0.000,0.000,28561.000,0.000,28701.000,,PRODUCTION,1.000
2024,31545TTRYNSAVAN,110017412968,RAYONIER PERFORMANCE FIBERS JESUP MILL,4470 SAVANNAH HWY,JESUP,WAYNE,GA,31545,,,31.658200,-81.840700,,RAYONIER ADVANCED MATERIALS INC,079357843,RAYONIER ADVANCED MATERIALS INC,NA,,NA,NO,322,Paper,,,,,,,322110,,,,,,1324222898379,Cresol (mixed isomers),NO,0001319773,1319-77-3,83550,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,6.400,70155.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70161.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70161.690,0.000,0.000,70161.690,0.000,0.000,3.070,0.000,0.000,0.000,9044.550,0.000,79209.310,,PRODUCTION,0.940
2024,30119CPPRDCENTR,110000356329,SOUTHWIRE CO,1 SOUTHWIRE DR,CARROLLTON,CARROLL,GA,30119,,,33.564833,-85.071917,,SOUTHWIRE CO,003264421,SOUTHWIRE CO,,,NA,NO,331,Primary Metals,,,,,,,331420,331318,,,,,1324222698425,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,9.000,0.000,147.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,156.000,0.000,0.000,0.000,0.000,0.000,42.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8338.000,0.000,0.000,0.000,0.000,0.000,0.000,8380.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8380.000,8536.000,0.000,0.000,156.000,8338.000,42.000,0.000,0.000,0.000,0.000,0.000,0.000,8536.000,,PRODUCTION,1.140
2024,3036WSNNCH2684P,110071284147,SENNECA HOLDINGS (HMF EXPRESS),2684 PEACHTREE SQ,ATLANTA,DEKALB,GA,30360,,,33.924426,-84.277104,NAD83,SENNECA HOLDINGS,090454925,SENNECA HOLDINGS,NA,,NA,NO,332,Fabricated Metals,,,,,,,332321,,,,,,1324222595910,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.000,0.000,0.000,0.000,0.000,0.000,0.000,80.000,0.000,81216.000,0.000,0.000,0.000,81216.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,81296.000,82.000,0.000,0.000,2.000,80.000,0.000,0.000,0.000,0.000,81216.000,0.000,0.000,81298.000,,ACTIVITY,1.050
2024,30043NTXCR1055P,110011852290,ANITOX CORP,1055 PROGRESS CIR,LAWRENCEVILLE,GWINNETT,GA,30043,,,33.995833,-83.961944,,NA,,NA,ILUMA ALLIANCE,NA,,NO,325,Chemicals,,,,,,,325320,,,,,,1324222407090,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,10.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,PRODUCTION,0.930
2024,30106MRTHN3895A,110001960628,MPLX TERMINALS LLC - POWDER SPRINGS GA TERMINAL,3895 ANDERSON FARM RD NW,AUSTELL,COBB,GA,30106,,,33.862442,-84.631112,,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NA,,,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222947665,Ethylbenzene,NO,0000100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,25.000,29.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3410.000,0.000,3410.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3410.000,54.000,0.000,0.000,54.000,0.000,0.000,0.000,3410.000,0.000,0.000,2000.000,0.000,5464.000,,PRODUCTION,1.000
2024,3153WPLGRM29PRT,,PILGRIM'S PRIDE CORP - ANIMAL FEED INGREDIENTS PLANT,290 PROTEIN WAY,DOUGLAS,COFFEE,GA,31533,,,31.510500,-82.889300,,JBS USA FOOD CO,048124978,,NA,,,NO,311,Food,,,,,,,311613,,,,,,1324222459582,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,538.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,538.000,158692.000,0.000,158692.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,158692.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,158692.000,159230.000,0.000,0.000,538.000,0.000,158692.000,0.000,0.000,0.000,0.000,636189.000,0.000,795419.000,,,
2024,3130WHYNDM15GEN,,HYUNDAI MOTOR GROUP METAPLANT AMERICA LLC,1500 GENESIS DRIVE,ELLABELL,BRYAN,GA,31308,,,32.166231,-81.450547,,NA,,,HYUNDAI MOTOR CO,687746024,,NO,336,Transportation Equipment,,,,,,,336110,,,,,,1324222901593,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,,,
2024,31323CHMTLCHEMI,110027375775,CHEMTALL INCORPORATED; FLOCRYL LLC,CHEMICAL PLANT RD,RICEBORO,LIBERTY,GA,31323,,,31.743668,-81.431776,,SNF HOLDING CO,878930965,SNF HOLDING CO,SNF GROUP SA,284907254,SNF GROUP SA,NO,325,Chemicals,,,,,,,325998,325199,,,,,1324222928032,Acrylamide,NO,0000079061,79-06-1,7575,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,6500.000,86.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6586.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,690.000,0.000,0.000,0.000,0.000,0.000,0.000,690.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,20.000,0.000,0.000,28.000,0.000,0.000,34.000,62.000,0.000,772.000,7276.000,0.000,0.000,6600.000,690.000,0.000,0.000,20.000,34.000,0.000,7400.000,62.000,14806.000,,PRODUCTION,1.390
2024,31774BLDCRHWY12,110000604631,MAKHTESHIM AGAN OF N.A. INC. DBA ADAMA OCILLA PLAN,364 FITZGERALD HWY,OCILLA,IRWIN,GA,31774,,,31.626360,-83.249650,,BOLD FORMULATORS LLC,NA,BOLD FORMULATORS LLC,NA,,NA,NO,325,Chemicals,,,,,,,325320,,,,,,1324223073356,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,30.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,3.000,0.000,3.000,60.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,63.000,,PRODUCTION,0.740
2024,30721PLYST26BRK,110015326734,CARGILL INC,206 BROOKHOLLOW IND US TRIAL BLVD,DALTON,WHITFIELD,GA,30721,,,34.708889,-84.957778,,CARGILL INC,006249184,CARGILL INC,NA,,NA,NO,325,Chemicals,,,,,,,325199,325510,,,,,1324222436558,Diethanolamine,NO,0000111422,111-42-2,27516,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,30458BRGGS7251Z,110000358103,BRIGGS & STRATTON LLC,7251 ZELL MILLER PARKWAY,STATESBORO,BULLOCH,GA,30458,,,32.384110,-81.844640,,BUCEPHALUS BUYER LLC,117691997,BUCEPHALUS BUYER LLC,NA,,NA,NO,333,Machinery,,,,,,,333618,,,,,,1324222478063,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.500,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.610,1.070,0.000,1.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.740,0.000,0.000,0.000,0.000,0.000,0.000,4.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.810,5.420,0.000,0.000,0.610,4.414,0.396,0.000,0.000,0.000,0.000,0.000,0.000,5.420,,PRODUCTION,0.700
